  4156979.      1  15    1. -99.   0.   0.   0.   0.   0.   0.   3.79  72.
  4156979.      1  16    1.   0.   0.   0.   1.   0.   0.   0.   3.99  72.
  4156979.      1  19    1. -99.   0.   0.   0.   0.   0.   0.   6.98 144.
  4156979.      1  20    1. -99.   0.   0.   1.   0.   0.   0.   6.73 144.
  4156979.      1  26    1. -99.   0.   0.   0.   0.   0.   0.  12.81 288.
  4156979.      1  45    2. -99.   1.   0.   0.   0.   0.   0.   4.55  72.
  4156979.      1  46    2.   0.   1.   0.   1.   0.   0.   0.   4.49  72.
  4156979.      1  50    2. -99.   1.   0.   0.   0.   0.   0.   8.01 144.
  4156979.      1  51    2. -99.   1.   0.   1.   0.   0.   0.   8.38 144.
  4156979.      1  57    2.   0.   1.   0.   0.   1.   0.   0.  13.49 288.
  4156979.      1  76    3.   0.   0.   1.   0.   0.   0.   0.   3.99  72.
  4156979.      1  77    3.   0.   0.   1.   1.   0.   0.   0.   4.29  72.
  4156979.      1  81    3.   0.   0.   1.   0.   0.   0.   0.   6.99 144.
  4156979.      1  82    3. -99.   0.   1.   1.   0.   0.   0.   7.69 144.
  4156979.      2  15    1.   0.   0.   0.   0.   0.   0.   0.   2.99  72.
  4156979.      2  16    1.   0.   0.   0.   1.   0.   0.   0.   3.69  72.
  4156979.      2  19    1.   0.   0.   0.   0.   0.   0.   0.   5.99 144.
  4156979.      2  20    1.   0.   0.   0.   1.   0.   0.   0.   5.99 144.
  4156979.      2  26    1. -99.   0.   0.   0.   0.   0.   0.  13.03 288.
  4156979.      2  45    2.   0.   1.   0.   0.   0.   0.   0.   4.19  72.
  4156979.      2  46    2.   0.   1.   0.   1.   0.   0.   0.   4.57  72.
  4156979.      2  50    2.   0.   1.   0.   0.   0.   0.   0.   7.69 144.
  4156979.      2  51    2.   0.   1.   0.   1.   0.   0.   0.   7.69 144.
  4156979.      2  57    2.   0.   1.   0.   0.   0.   0.   0.  14.38 288.
  4156979.      2  76    3.   0.   0.   1.   0.   0.   0.   0.   4.21  72.
  4156979.      2  77    3.   0.   0.   1.   1.   0.   0.   0.   4.39  72.
  4156979.      2  81    3.   0.   0.   1.   0.   0.   0.   0.   7.49 144.
  4156979.      2  82    3.   0.   0.   1.   1.   0.   0.   0.   7.49 144.
  4156979.      3  15    1.   0.   0.   0.   0.   0.   0.   0.   2.99  72.
  4156979.      3  16    1.   0.   0.   0.   1.   0.   0.   0.   5.99  72.
  4156979.      3  19    1.   0.   0.   0.   0.   1.   0.   0.   5.99 144.
  4156979.      3  20    1.   0.   0.   0.   1.   0.   0.   0.   5.99 144.
  4156979.      3  26    1. -99.   0.   0.   0.   0.   0.   0.  13.45 288.
  4156979.      3  45    2.   0.   1.   0.   0.   0.   0.   0.   4.54  72.
  4156979.      3  46    2.   0.   1.   0.   1.   0.   0.   0.   4.29  72.
  4156979.      3  50    2.   0.   1.   0.   0.   0.   0.   0.   7.69 144.
  4156979.      3  51    2.   0.   1.   0.   1.   0.   0.   0.   7.69 144.
  4156979.      3  57    2.   0.   1.   0.   0.   0.   0.   0.  13.89 288.
  4156979.      3  76    3.   0.   0.   1.   0.   0.   0.   0.   3.79  72.
  4156979.      3  77    3.   0.   0.   1.   1.   0.   0.   0.   4.39  72.
  4156979.      3  81    3.   0.   0.   1.   0.   0.   0.   0.   7.49 144.
  4156979.      3  82    3.   0.   0.   1.   1.   0.   0.   0.   7.69 144.
  4156979.      4  15    1.   0.   0.   0.   0.   0.   0.   0.   2.99  72.
  4156979.      4  16    1.   0.   0.   0.   1.   0.   0.   0.   3.85  72.
  4156979.      4  19    1.   0.   0.   0.   0.   0.   0.   0.   5.99 144.
  4156979.      4  20    1.   0.   0.   0.   1.   0.   0.   0.   5.99 144.
  4156979.      4  26    1. -99.   0.   0.   0.   0.   0.   0.  13.95 288.
  4156979.      4  45    2.   0.   1.   0.   0.   0.   0.   0.   4.29  72.
  4156979.      4  46    2.   0.   1.   0.   1.   0.   0.   0.   4.29  72.
  4156979.      4  50    2.   0.   1.   0.   0.   0.   0.   0.   7.87 144.
  4156979.      4  51    2.   0.   1.   0.   1.   0.   0.   0.   7.65 144.
  4156979.      4  57    2.   0.   1.   0.   0.   0.   1.   0.  13.89 288.
  4156979.      4  76    3.   0.   0.   1.   0.   0.   0.   0.   3.79  72.
  4156979.      4  77    3.   0.   0.   1.   1.   0.   0.   0.   4.39  72.
  4156979.      4  81    3.   0.   0.   1.   0.   0.   0.   0.   7.49 144.
  4156979.      4  82    3.   0.   0.   1.   1.   0.   0.   0.   7.69 144.
  4156979.      5  15    1.   0.   0.   0.   0.   0.   0.   0.   3.99  72.
  4156979.      5  16    1.   0.   0.   0.   1.   0.   0.   0.   3.99  72.
  4156979.      5  19    1.   0.   0.   0.   0.   1.   0.   0.   5.99 144.
  4156979.      5  20    1.   0.   0.   0.   1.   0.   0.   0.   5.99 144.
  4156979.      5  26    1. -99.   0.   0.   0.   0.   0.   0.  13.90 288.
  4156979.      5  45    2.   0.   1.   0.   0.   0.   0.   0.   4.31  72.
  4156979.      5  46    2.   0.   1.   0.   1.   0.   0.   0.   4.29  72.
  4156979.      5  50    2.   0.   1.   0.   0.   0.   0.   0.   7.69 144.
  4156979.      5  51    2.   0.   1.   0.   1.   0.   0.   0.   7.69 144.
  4156979.      5  57    2.   0.   1.   0.   0.   0.   0.   0.  14.99 288.
  4156979.      5  76    3.   0.   0.   1.   0.   0.   0.   0.   3.79  72.
  4156979.      5  77    3.   0.   0.   1.   1.   0.   0.   0.   4.39  72.
  4156979.      5  81    3.   0.   0.   1.   0.   0.   0.   0.   7.49 144.
  4156979.      5  82    3.   0.   0.   1.   1.   0.   0.   0.   7.84 144.
  4156979.      6  15    1.   0.   0.   0.   0.   0.   0.   0.   3.99  72.
  4156979.      6  16    1.   0.   0.   0.   1.   0.   0.   0.   3.99  72.
  4156979.      6  19    1.   0.   0.   0.   0.   1.   0.   0.   5.99 144.
  4156979.      6  20    1.   0.   0.   0.   1.   0.   0.   0.   5.99 144.
  4156979.      6  26    1. -99.   0.   0.   0.   0.   0.   0.  13.90 288.
  4156979.      6  45    2.   0.   1.   0.   0.   0.   0.   0.   4.31  72.
  4156979.      6  46    2.   0.   1.   0.   1.   0.   0.   0.   4.29  72.
  4156979.      6  50    2.   0.   1.   0.   0.   0.   0.   0.   7.69 144.
  4156979.      6  51    2.   0.   1.   0.   1.   0.   0.   0.   7.69 144.
  4156979.      6  57    2.   0.   1.   0.   0.   0.   0.   0.  14.99 288.
  4156979.      6  76    3.   0.   0.   1.   0.   0.   0.   0.   3.79  72.
  4156979.      6  77    3.   0.   0.   1.   1.   0.   0.   0.   4.39  72.
  4156979.      6  81    3.   0.   0.   1.   0.   0.   0.   0.   7.49 144.
  4156979.      6  82    3.   0.   0.   1.   1.   0.   0.   0.   7.69 144.
  4156979.      7  15    1.   0.   0.   0.   0.   0.   0.   0.   3.99  72.
  4156979.      7  16    1.   0.   0.   0.   1.   0.   0.   0.   3.93  72.
  4156979.      7  19    1.   0.   0.   0.   0.   0.   0.   0.   5.99 144.
  4156979.      7  20    1.   0.   0.   0.   1.   0.   0.   0.   7.76 144.
  4156979.      7  26    1. -99.   0.   0.   0.   0.   0.   0.  13.49 288.
  4156979.      7  45    2.   0.   1.   0.   0.   0.   0.   0.   3.99  72.
  4156979.      7  46    2.   0.   1.   0.   1.   0.   0.   0.   3.99  72.
  4156979.      7  50    2.   0.   1.   0.   0.   0.   0.   0.   7.69 144.
  4156979.      7  51    2.   0.   1.   0.   1.   0.   0.   0.   7.70 144.
  4156979.      7  57    2.   0.   1.   0.   0.   0.   0.   0.  14.99 288.
  4156979.      7  76    3.   0.   0.   1.   0.   0.   0.   0.   3.79  72.
  4156979.      7  77    3.   0.   0.   1.   1.   0.   0.   0.   4.39  72.
  4156979.      7  81    3.   0.   0.   1.   0.   1.   0.   0.   7.49 144.
  4156979.      7  82    3.   0.   0.   1.   1.   0.   0.   0.   7.69 144.
  8002370.    589  15    1.   0.   0.   0.   0.   0.   0.   0.   4.29  72.
  8002370.    589  16    1.   0.   0.   0.   1.   0.   0.   0.   4.29  72.
  8002370.    589  19    1.   0.   0.   0.   0.   0.   0.   0.   8.19 144.
  8002370.    589  20    1.   0.   0.   0.   1.   0.   1.   0.   7.49 144.
  8002370.    589  26    1.   0.   0.   0.   0.   0.   0.   0.  15.99 288.
  8002370.    589  45    2.   0.   1.   0.   0.   0.   0.   0.   4.29  72.
  8002370.    589  46    2.   0.   1.   0.   1.   1.   1.   0.   4.29  72.
  8002370.    589  50    2.   0.   1.   0.   0.   0.   0.   0.   7.99 144.
  8002370.    589  51    2.   0.   1.   0.   1.   0.   0.   0.   7.99 144.
  8002370.    589  57    2.   0.   1.   0.   0.   0.   0.   0.  15.99 288.
  8002370.    589  76    3.   0.   0.   1.   0.   0.   0.   0.   4.29  72.
  8002370.    589  77    3.   0.   0.   1.   1.   0.   0.   0.   4.29  72.
  8002370.    589  81    3.   0.   0.   1.   0.   0.   0.   0.   7.99 144.
  8002370.    589  82    3.   0.   0.   1.   1.   0.   0.   0.   7.99 144.
  8002370.    590  15    1.   0.   0.   0.   0.   0.   0.   0.   4.29  72.
  8002370.    590  16    1.   0.   0.   0.   1.   0.   0.   0.   4.29  72.
